Issue_ID,Summary,Description,Status,Priority,Assignee,Reporter,Created_Date,Due_Date
ISSUE-211,Task summary 211,Detailed description of task 211,To Do,Medium,user_16,user_5,2023-01-09 18:00:00,2023-02-09 18:00:00
ISSUE-212,Task summary 212,Detailed description of task 212,In Progress,Medium,user_6,user_18,2023-01-09 19:00:00,2023-02-09 19:00:00
ISSUE-213,Task summary 213,Detailed description of task 213,In Progress,Medium,user_40,user_49,2023-01-09 20:00:00,2023-02-09 20:00:00
ISSUE-214,Task summary 214,Detailed description of task 214,To Do,Low,user_47,user_12,2023-01-09 21:00:00,2023-02-09 21:00:00
ISSUE-215,Task summary 215,Detailed description of task 215,In Progress,Low,user_13,user_48,2023-01-09 22:00:00,2023-02-09 22:00:00
ISSUE-216,Task summary 216,Detailed description of task 216,To Do,High,user_17,user_24,2023-01-09 23:00:00,2023-02-09 23:00:00
ISSUE-217,Task summary 217,Detailed description of task 217,Done,High,user_33,user_50,2023-01-10 00:00:00,2023-02-10 00:00:00
ISSUE-218,Task summary 218,Detailed description of task 218,To Do,Low,user_37,user_20,2023-01-10 01:00:00,2023-02-10 01:00:00
ISSUE-219,Task summary 219,Detailed description of task 219,In Progress,High,user_15,user_14,2023-01-10 02:00:00,2023-02-10 02:00:00
ISSUE-220,Task summary 220,Detailed description of task 220,In Progress,Critical,user_28,user_15,2023-01-10 03:00:00,2023-02-10 03:00:00
ISSUE-221,Task summary 221,Detailed description of task 221,In Progress,Medium,user_8,user_22,2023-01-10 04:00:00,2023-02-10 04:00:00
ISSUE-222,Task summary 222,Detailed description of task 222,In Progress,High,user_26,user_17,2023-01-10 05:00:00,2023-02-10 05:00:00
ISSUE-223,Task summary 223,Detailed description of task 223,To Do,High,user_12,user_10,2023-01-10 06:00:00,2023-02-10 06:00:00
ISSUE-224,Task summary 224,Detailed description of task 224,To Do,High,user_3,user_27,2023-01-10 07:00:00,2023-02-10 07:00:00
ISSUE-225,Task summary 225,Detailed description of task 225,In Progress,Critical,user_29,user_20,2023-01-10 08:00:00,2023-02-10 08:00:00
ISSUE-226,Task summary 226,Detailed description of task 226,Done,Medium,user_37,user_17,2023-01-10 09:00:00,2023-02-10 09:00:00
ISSUE-227,Task summary 227,Detailed description of task 227,In Progress,Low,user_12,user_26,2023-01-10 10:00:00,2023-02-10 10:00:00
ISSUE-228,Task summary 228,Detailed description of task 228,Done,High,user_28,user_22,2023-01-10 11:00:00,2023-02-10 11:00:00
ISSUE-229,Task summary 229,Detailed description of task 229,To Do,High,user_16,user_36,2023-01-10 12:00:00,2023-02-10 12:00:00
ISSUE-230,Task summary 230,Detailed description of task 230,Done,High,user_27,user_3,2023-01-10 13:00:00,2023-02-10 13:00:00
ISSUE-231,Task summary 231,Detailed description of task 231,Done,Critical,user_37,user_49,2023-01-10 14:00:00,2023-02-10 14:00:00
ISSUE-232,Task summary 232,Detailed description of task 232,To Do,Medium,user_21,user_43,2023-01-10 15:00:00,2023-02-10 15:00:00
ISSUE-233,Task summary 233,Detailed description of task 233,Done,Low,user_29,user_50,2023-01-10 16:00:00,2023-02-10 16:00:00
ISSUE-234,Task summary 234,Detailed description of task 234,To Do,Low,user_42,user_2,2023-01-10 17:00:00,2023-02-10 17:00:00
ISSUE-235,Task summary 235,Detailed description of task 235,To Do,High,user_34,user_8,2023-01-10 18:00:00,2023-02-10 18:00:00
ISSUE-236,Task summary 236,Detailed description of task 236,In Progress,Medium,user_47,user_24,2023-01-10 19:00:00,2023-02-10 19:00:00
ISSUE-237,Task summary 237,Detailed description of task 237,Done,High,user_47,user_46,2023-01-10 20:00:00,2023-02-10 20:00:00
ISSUE-238,Task summary 238,Detailed description of task 238,To Do,Medium,user_47,user_14,2023-01-10 21:00:00,2023-02-10 21:00:00
ISSUE-239,Task summary 239,Detailed description of task 239,Done,Medium,user_13,user_39,2023-01-10 22:00:00,2023-02-10 22:00:00
ISSUE-240,Task summary 240,Detailed description of task 240,Done,Low,user_17,user_1,2023-01-10 23:00:00,2023-02-10 23:00:00
ISSUE-241,Task summary 241,Detailed description of task 241,To Do,Low,user_45,user_30,2023-01-11 00:00:00,2023-02-11 00:00:00
ISSUE-242,Task summary 242,Detailed description of task 242,To Do,Low,user_50,user_27,2023-01-11 01:00:00,2023-02-11 01:00:00
ISSUE-243,Task summary 243,Detailed description of task 243,In Progress,Medium,user_30,user_26,2023-01-11 02:00:00,2023-02-11 02:00:00
ISSUE-244,Task summary 244,Detailed description of task 244,In Progress,Medium,user_49,user_42,2023-01-11 03:00:00,2023-02-11 03:00:00
ISSUE-245,Task summary 245,Detailed description of task 245,In Progress,High,user_8,user_43,2023-01-11 04:00:00,2023-02-11 04:00:00
ISSUE-246,Task summary 246,Detailed description of task 246,In Progress,High,user_13,user_9,2023-01-11 05:00:00,2023-02-11 05:00:00
ISSUE-247,Task summary 247,Detailed description of task 247,In Progress,Low,user_49,user_45,2023-01-11 06:00:00,2023-02-11 06:00:00
ISSUE-248,Task summary 248,Detailed description of task 248,Done,Medium,user_48,user_45,2023-01-11 07:00:00,2023-02-11 07:00:00
ISSUE-249,Task summary 249,Detailed description of task 249,Done,High,user_36,user_28,2023-01-11 08:00:00,2023-02-11 08:00:00
ISSUE-250,Task summary 250,Detailed description of task 250,To Do,High,user_20,user_13,2023-01-11 09:00:00,2023-02-11 09:00:00
ISSUE-251,Task summary 251,Detailed description of task 251,Done,High,user_23,user_11,2023-01-11 10:00:00,2023-02-11 10:00:00
ISSUE-252,Task summary 252,Detailed description of task 252,Done,Low,user_20,user_21,2023-01-11 11:00:00,2023-02-11 11:00:00
ISSUE-253,Task summary 253,Detailed description of task 253,Done,Critical,user_19,user_11,2023-01-11 12:00:00,2023-02-11 12:00:00
ISSUE-254,Task summary 254,Detailed description of task 254,Done,Critical,user_11,user_45,2023-01-11 13:00:00,2023-02-11 13:00:00
ISSUE-255,Task summary 255,Detailed description of task 255,Done,Low,user_11,user_15,2023-01-11 14:00:00,2023-02-11 14:00:00
ISSUE-256,Task summary 256,Detailed description of task 256,To Do,Medium,user_16,user_16,2023-01-11 15:00:00,2023-02-11 15:00:00
ISSUE-257,Task summary 257,Detailed description of task 257,To Do,Medium,user_36,user_8,2023-01-11 16:00:00,2023-02-11 16:00:00
ISSUE-258,Task summary 258,Detailed description of task 258,In Progress,High,user_3,user_16,2023-01-11 17:00:00,2023-02-11 17:00:00
ISSUE-259,Task summary 259,Detailed description of task 259,In Progress,Critical,user_28,user_3,2023-01-11 18:00:00,2023-02-11 18:00:00
ISSUE-260,Task summary 260,Detailed description of task 260,To Do,High,user_14,user_18,2023-01-11 19:00:00,2023-02-11 19:00:00
ISSUE-261,Task summary 261,Detailed description of task 261,Done,Low,user_4,user_18,2023-01-11 20:00:00,2023-02-11 20:00:00
ISSUE-262,Task summary 262,Detailed description of task 262,To Do,High,user_15,user_8,2023-01-11 21:00:00,2023-02-11 21:00:00
ISSUE-263,Task summary 263,Detailed description of task 263,In Progress,Critical,user_25,user_13,2023-01-11 22:00:00,2023-02-11 22:00:00
ISSUE-264,Task summary 264,Detailed description of task 264,To Do,Low,user_37,user_28,2023-01-11 23:00:00,2023-02-11 23:00:00
ISSUE-265,Task summary 265,Detailed description of task 265,In Progress,High,user_28,user_22,2023-01-12 00:00:00,2023-02-12 00:00:00
ISSUE-266,Task summary 266,Detailed description of task 266,Done,Low,user_36,user_36,2023-01-12 01:00:00,2023-02-12 01:00:00
ISSUE-267,Task summary 267,Detailed description of task 267,Done,High,user_17,user_9,2023-01-12 02:00:00,2023-02-12 02:00:00
ISSUE-268,Task summary 268,Detailed description of task 268,Done,High,user_14,user_13,2023-01-12 03:00:00,2023-02-12 03:00:00
ISSUE-269,Task summary 269,Detailed description of task 269,Done,Medium,user_27,user_35,2023-01-12 04:00:00,2023-02-12 04:00:00
ISSUE-270,Task summary 270,Detailed description of task 270,To Do,Critical,user_12,user_1,2023-01-12 05:00:00,2023-02-12 05:00:00
ISSUE-271,Task summary 271,Detailed description of task 271,In Progress,Low,user_17,user_11,2023-01-12 06:00:00,2023-02-12 06:00:00
ISSUE-272,Task summary 272,Detailed description of task 272,Done,High,user_42,user_22,2023-01-12 07:00:00,2023-02-12 07:00:00
ISSUE-273,Task summary 273,Detailed description of task 273,To Do,Low,user_18,user_36,2023-01-12 08:00:00,2023-02-12 08:00:00
ISSUE-274,Task summary 274,Detailed description of task 274,Done,High,user_49,user_36,2023-01-12 09:00:00,2023-02-12 09:00:00
ISSUE-275,Task summary 275,Detailed description of task 275,In Progress,Low,user_21,user_8,2023-01-12 10:00:00,2023-02-12 10:00:00
ISSUE-276,Task summary 276,Detailed description of task 276,Done,Low,user_38,user_1,2023-01-12 11:00:00,2023-02-12 11:00:00
ISSUE-277,Task summary 277,Detailed description of task 277,Done,Critical,user_2,user_35,2023-01-12 12:00:00,2023-02-12 12:00:00
ISSUE-278,Task summary 278,Detailed description of task 278,Done,Low,user_15,user_30,2023-01-12 13:00:00,2023-02-12 13:00:00
ISSUE-279,Task summary 279,Detailed description of task 279,In Progress,Medium,user_44,user_9,2023-01-12 14:00:00,2023-02-12 14:00:00
ISSUE-280,Task summary 280,Detailed description of task 280,In Progress,Critical,user_15,user_50,2023-01-12 15:00:00,2023-02-12 15:00:00
ISSUE-281,Task summary 281,Detailed description of task 281,In Progress,Medium,user_8,user_39,2023-01-12 16:00:00,2023-02-12 16:00:00
ISSUE-282,Task summary 282,Detailed description of task 282,To Do,High,user_42,user_43,2023-01-12 17:00:00,2023-02-12 17:00:00
ISSUE-283,Task summary 283,Detailed description of task 283,In Progress,Low,user_20,user_9,2023-01-12 18:00:00,2023-02-12 18:00:00
ISSUE-284,Task summary 284,Detailed description of task 284,Done,High,user_42,user_41,2023-01-12 19:00:00,2023-02-12 19:00:00
ISSUE-285,Task summary 285,Detailed description of task 285,Done,Medium,user_43,user_2,2023-01-12 20:00:00,2023-02-12 20:00:00
ISSUE-286,Task summary 286,Detailed description of task 286,Done,Critical,user_3,user_40,2023-01-12 21:00:00,2023-02-12 21:00:00
ISSUE-287,Task summary 287,Detailed description of task 287,To Do,Critical,user_18,user_22,2023-01-12 22:00:00,2023-02-12 22:00:00
ISSUE-288,Task summary 288,Detailed description of task 288,Done,High,user_28,user_29,2023-01-12 23:00:00,2023-02-12 23:00:00
ISSUE-289,Task summary 289,Detailed description of task 289,To Do,Critical,user_13,user_9,2023-01-13 00:00:00,2023-02-13 00:00:00
ISSUE-290,Task summary 290,Detailed description of task 290,Done,Medium,user_19,user_30,2023-01-13 01:00:00,2023-02-13 01:00:00
ISSUE-291,Task summary 291,Detailed description of task 291,Done,Critical,user_47,user_15,2023-01-13 02:00:00,2023-02-13 02:00:00
ISSUE-292,Task summary 292,Detailed description of task 292,Done,Medium,user_36,user_42,2023-01-13 03:00:00,2023-02-13 03:00:00
ISSUE-293,Task summary 293,Detailed description of task 293,In Progress,High,user_23,user_26,2023-01-13 04:00:00,2023-02-13 04:00:00
ISSUE-294,Task summary 294,Detailed description of task 294,In Progress,Medium,user_4,user_19,2023-01-13 05:00:00,2023-02-13 05:00:00
ISSUE-295,Task summary 295,Detailed description of task 295,To Do,Low,user_22,user_9,2023-01-13 06:00:00,2023-02-13 06:00:00
ISSUE-296,Task summary 296,Detailed description of task 296,Done,Medium,user_42,user_38,2023-01-13 07:00:00,2023-02-13 07:00:00
ISSUE-297,Task summary 297,Detailed description of task 297,Done,Critical,user_27,user_48,2023-01-13 08:00:00,2023-02-13 08:00:00
ISSUE-298,Task summary 298,Detailed description of task 298,To Do,Critical,user_20,user_22,2023-01-13 09:00:00,2023-02-13 09:00:00
ISSUE-299,Task summary 299,Detailed description of task 299,To Do,Critical,user_19,user_31,2023-01-13 10:00:00,2023-02-13 10:00:00
ISSUE-300,Task summary 300,Detailed description of task 300,Done,Medium,user_7,user_32,2023-01-13 11:00:00,2023-02-13 11:00:00
ISSUE-301,Task summary 301,Detailed description of task 301,Done,Medium,user_6,user_7,2023-01-13 12:00:00,2023-02-13 12:00:00
ISSUE-302,Task summary 302,Detailed description of task 302,To Do,Medium,user_32,user_22,2023-01-13 13:00:00,2023-02-13 13:00:00
ISSUE-303,Task summary 303,Detailed description of task 303,In Progress,Medium,user_22,user_19,2023-01-13 14:00:00,2023-02-13 14:00:00
ISSUE-304,Task summary 304,Detailed description of task 304,Done,Critical,user_24,user_5,2023-01-13 15:00:00,2023-02-13 15:00:00
ISSUE-305,Task summary 305,Detailed description of task 305,To Do,Medium,user_9,user_25,2023-01-13 16:00:00,2023-02-13 16:00:00
ISSUE-306,Task summary 306,Detailed description of task 306,Done,Critical,user_12,user_38,2023-01-13 17:00:00,2023-02-13 17:00:00
ISSUE-307,Task summary 307,Detailed description of task 307,In Progress,High,user_15,user_44,2023-01-13 18:00:00,2023-02-13 18:00:00
ISSUE-308,Task summary 308,Detailed description of task 308,In Progress,Low,user_2,user_42,2023-01-13 19:00:00,2023-02-13 19:00:00
ISSUE-309,Task summary 309,Detailed description of task 309,To Do,Critical,user_37,user_9,2023-01-13 20:00:00,2023-02-13 20:00:00
ISSUE-310,Task summary 310,Detailed description of task 310,In Progress,Medium,user_43,user_24,2023-01-13 21:00:00,2023-02-13 21:00:00
ISSUE-311,Task summary 311,Detailed description of task 311,In Progress,High,user_9,user_21,2023-01-13 22:00:00,2023-02-13 22:00:00
ISSUE-312,Task summary 312,Detailed description of task 312,To Do,Low,user_48,user_16,2023-01-13 23:00:00,2023-02-13 23:00:00
ISSUE-313,Task summary 313,Detailed description of task 313,In Progress,High,user_15,user_32,2023-01-14 00:00:00,2023-02-14 00:00:00
ISSUE-314,Task summary 314,Detailed description of task 314,In Progress,Low,user_22,user_26,2023-01-14 01:00:00,2023-02-14 01:00:00
ISSUE-315,Task summary 315,Detailed description of task 315,In Progress,High,user_45,user_26,2023-01-14 02:00:00,2023-02-14 02:00:00
ISSUE-316,Task summary 316,Detailed description of task 316,To Do,Low,user_10,user_24,2023-01-14 03:00:00,2023-02-14 03:00:00
ISSUE-317,Task summary 317,Detailed description of task 317,To Do,High,user_11,user_13,2023-01-14 04:00:00,2023-02-14 04:00:00
ISSUE-318,Task summary 318,Detailed description of task 318,In Progress,Low,user_12,user_3,2023-01-14 05:00:00,2023-02-14 05:00:00
ISSUE-319,Task summary 319,Detailed description of task 319,Done,Medium,user_46,user_45,2023-01-14 06:00:00,2023-02-14 06:00:00
ISSUE-320,Task summary 320,Detailed description of task 320,To Do,Critical,user_8,user_5,2023-01-14 07:00:00,2023-02-14 07:00:00
ISSUE-321,Task summary 321,Detailed description of task 321,In Progress,High,user_29,user_38,2023-01-14 08:00:00,2023-02-14 08:00:00
ISSUE-322,Task summary 322,Detailed description of task 322,In Progress,High,user_39,user_36,2023-01-14 09:00:00,2023-02-14 09:00:00
ISSUE-323,Task summary 323,Detailed description of task 323,To Do,High,user_33,user_10,2023-01-14 10:00:00,2023-02-14 10:00:00
ISSUE-324,Task summary 324,Detailed description of task 324,In Progress,Medium,user_5,user_22,2023-01-14 11:00:00,2023-02-14 11:00:00
ISSUE-325,Task summary 325,Detailed description of task 325,In Progress,High,user_14,user_41,2023-01-14 12:00:00,2023-02-14 12:00:00
ISSUE-326,Task summary 326,Detailed description of task 326,To Do,High,user_23,user_12,2023-01-14 13:00:00,2023-02-14 13:00:00
ISSUE-327,Task summary 327,Detailed description of task 327,Done,Critical,user_14,user_20,2023-01-14 14:00:00,2023-02-14 14:00:00
ISSUE-328,Task summary 328,Detailed description of task 328,In Progress,Low,user_13,user_35,2023-01-14 15:00:00,2023-02-14 15:00:00
ISSUE-329,Task summary 329,Detailed description of task 329,Done,Low,user_31,user_30,2023-01-14 16:00:00,2023-02-14 16:00:00
ISSUE-330,Task summary 330,Detailed description of task 330,To Do,High,user_15,user_23,2023-01-14 17:00:00,2023-02-14 17:00:00
ISSUE-331,Task summary 331,Detailed description of task 331,To Do,Critical,user_19,user_21,2023-01-14 18:00:00,2023-02-14 18:00:00
ISSUE-332,Task summary 332,Detailed description of task 332,To Do,Critical,user_9,user_38,2023-01-14 19:00:00,2023-02-14 19:00:00
ISSUE-333,Task summary 333,Detailed description of task 333,In Progress,High,user_24,user_50,2023-01-14 20:00:00,2023-02-14 20:00:00
ISSUE-334,Task summary 334,Detailed description of task 334,Done,High,user_37,user_6,2023-01-14 21:00:00,2023-02-14 21:00:00
ISSUE-335,Task summary 335,Detailed description of task 335,Done,Medium,user_46,user_48,2023-01-14 22:00:00,2023-02-14 22:00:00
ISSUE-336,Task summary 336,Detailed description of task 336,To Do,Critical,user_30,user_34,2023-01-14 23:00:00,2023-02-14 23:00:00
ISSUE-337,Task summary 337,Detailed description of task 337,To Do,Low,user_13,user_6,2023-01-15 00:00:00,2023-02-15 00:00:00
ISSUE-338,Task summary 338,Detailed description of task 338,In Progress,Medium,user_1,user_17,2023-01-15 01:00:00,2023-02-15 01:00:00
ISSUE-339,Task summary 339,Detailed description of task 339,To Do,Critical,user_33,user_5,2023-01-15 02:00:00,2023-02-15 02:00:00
ISSUE-340,Task summary 340,Detailed description of task 340,Done,Critical,user_17,user_3,2023-01-15 03:00:00,2023-02-15 03:00:00
ISSUE-341,Task summary 341,Detailed description of task 341,Done,Low,user_9,user_7,2023-01-15 04:00:00,2023-02-15 04:00:00
ISSUE-342,Task summary 342,Detailed description of task 342,In Progress,Medium,user_13,user_13,2023-01-15 05:00:00,2023-02-15 05:00:00
ISSUE-343,Task summary 343,Detailed description of task 343,To Do,Critical,user_1,user_47,2023-01-15 06:00:00,2023-02-15 06:00:00
ISSUE-344,Task summary 344,Detailed description of task 344,To Do,High,user_50,user_50,2023-01-15 07:00:00,2023-02-15 07:00:00
ISSUE-345,Task summary 345,Detailed description of task 345,Done,High,user_37,user_19,2023-01-15 08:00:00,2023-02-15 08:00:00
ISSUE-346,Task summary 346,Detailed description of task 346,To Do,Medium,user_20,user_43,2023-01-15 09:00:00,2023-02-15 09:00:00
ISSUE-347,Task summary 347,Detailed description of task 347,Done,Critical,user_22,user_10,2023-01-15 10:00:00,2023-02-15 10:00:00
ISSUE-348,Task summary 348,Detailed description of task 348,Done,High,user_46,user_8,2023-01-15 11:00:00,2023-02-15 11:00:00
ISSUE-349,Task summary 349,Detailed description of task 349,To Do,Low,user_47,user_26,2023-01-15 12:00:00,2023-02-15 12:00:00
ISSUE-350,Task summary 350,Detailed description of task 350,To Do,Medium,user_5,user_35,2023-01-15 13:00:00,2023-02-15 13:00:00
